Dish,Review,Sentiment
Masala Dosa,The Masala Dosa was super satisfying and I really enjoyed it.,1
Noodles,The Noodles was extremely fresh and I really enjoyed it.,1
Pav Bhaji,The Pav Bhaji was excellent quality however slightly undercooked.,1
Kadai Paneer,The Kadai Paneer was rich and flavorful and I really enjoyed it.,1
Pakora,The Pakora was very oily but it had some highly recommended elements.,0
Brownie,The Brownie was very oily and I did not like it.,0
Rajma,The Rajma was undercooked and I did not like it.,0
Momos,The Momos was poor quality however it had some absolutely delicious elements.,0
Rajma,The Rajma was fantastic flavor and I really enjoyed it.,1
Lassi,The Lassi was not fresh and I did not like it.,0
Mutton Biryani,The Mutton Biryani was very tasty but slightly too dry.,1
Burger,The Burger was perfectly cooked and I really enjoyed it.,1
Butter Chicken,The Butter Chicken was very oily and I did not like it.,0
Fish Curry,The Fish Curry was poor quality but it had some great texture elements.,0
Malai Kofta,The Malai Kofta was super satisfying however slightly not fresh.,1
Spring Roll,The Spring Roll was perfectly cooked and I really enjoyed it.,1
Dosa,The Dosa was not fresh and I did not like it.,0
Lassi,The Lassi was too salty but it had some extremely fresh elements.,0
Paneer Butter Masala,The Paneer Butter Masala was absolutely delicious but slightly too spicy.,1
Pakora,The Pakora was bland and tasteless however it had some great texture elements.,0
Spring Roll,The Spring Roll was loved it and I really enjoyed it.,1
Kadai Paneer,The Kadai Paneer was burnt taste but it had some highly recommended elements.,0
Rasgulla,The Rasgulla was excellent quality and I really enjoyed it.,1
Momos,The Momos was not fresh although it had some absolutely delicious elements.,0
Roti,The Roti was bland and tasteless however it had some loved it elements.,0
Prawn Fry,The Prawn Fry was overcooked but it had some loved it elements.,0
Kadai Paneer,The Kadai Paneer was rich and flavorful and I really enjoyed it.,1
Pongal,The Pongal was very oily and I did not like it.,0
Momos,The Momos was poor quality though it had some super satisfying elements.,0
Hot Chocolate,The Hot Chocolate was poor quality however it had some rich and flavorful elements.,0
Upma,The Upma was too spicy however it had some mouth watering elements.,0
Manchurian,The Manchurian was excellent quality however slightly cold when served.,1
Idli,The Idli was highly recommended and I really enjoyed it.,1
Egg Biryani,The Egg Biryani was excellent quality however slightly overcooked.,1
Tandoori Chicken,The Tandoori Chicken was rich and flavorful although slightly poor quality.,1
Ice Cream,The Ice Cream was undercooked and I did not like it.,0
Spring Roll,The Spring Roll was cold when served and I did not like it.,0
Veg Pulao,The Veg Pulao was cold when served and I did not like it.,0
Milkshake,The Milkshake was very tasty and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was poor quality however it had some perfectly cooked elements.,0
Pakora,The Pakora was burnt taste and I did not like it.,0
Noodles,The Noodles was highly recommended and I really enjoyed it.,1
Tandoori Chicken,The Tandoori Chicken was overcooked and I did not like it.,0
Pongal,The Pongal was cold when served although it had some loved it elements.,0
Gobi Manchurian,The Gobi Manchurian was very oily although it had some loved it elements.,0
Ice Cream,The Ice Cream was very tasty but slightly too dry.,1
Noodles,The Noodles was great texture and I really enjoyed it.,1
Malai Kofta,The Malai Kofta was poor quality and I did not like it.,0
Aloo Paratha,The Aloo Paratha was too spicy however it had some excellent quality elements.,0
Veg Pulao,The Veg Pulao was absolutely delicious although slightly not worth the price.,1
Roti,The Roti was not fresh and I did not like it.,0
Pizza,The Pizza was too salty however it had some super satisfying elements.,0
Coffee,The Coffee was undercooked however it had some mouth watering elements.,0
Paneer Butter Masala,The Paneer Butter Masala was highly recommended however slightly burnt taste.,1
Paneer Butter Masala,The Paneer Butter Masala was super satisfying although slightly not worth the price.,1
Orange Juice,The Orange Juice was absolutely delicious and I really enjoyed it.,1
Hot Chocolate,The Hot Chocolate was not worth the price and I did not like it.,0
Milkshake,The Milkshake was not fresh and I did not like it.,0
Veg Biryani,The Veg Biryani was not fresh and I did not like it.,0
Mango Juice,The Mango Juice was loved it however slightly too dry.,1
Kadai Paneer,The Kadai Paneer was very tasty and I really enjoyed it.,1
Cold Coffee,The Cold Coffee was rich and flavorful and I really enjoyed it.,1
Chicken Curry,The Chicken Curry was cold when served and I did not like it.,0
Dal Tadka,The Dal Tadka was cold when served and I did not like it.,0
Veg Pulao,The Veg Pulao was very tasty however slightly bland and tasteless.,1
Malai Kofta,The Malai Kofta was highly recommended and I really enjoyed it.,1
Dosa,The Dosa was very oily and I did not like it.,0
Rajma,The Rajma was loved it but slightly too salty.,1
Fried Rice,The Fried Rice was bland and tasteless but it had some mouth watering elements.,0
Mutton Biryani,The Mutton Biryani was poor quality although it had some mouth watering elements.,0
Veg Pulao,The Veg Pulao was great texture and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was highly recommended and I really enjoyed it.,1
Masala Dosa,The Masala Dosa was highly recommended and I really enjoyed it.,1
Cold Coffee,The Cold Coffee was extremely fresh and I really enjoyed it.,1
Dal Tadka,The Dal Tadka was too spicy and I did not like it.,0
Idli,The Idli was not fresh and I did not like it.,0
Aloo Paratha,The Aloo Paratha was highly recommended but slightly not fresh.,1
Aloo Paratha,The Aloo Paratha was too salty and I did not like it.,0
Dal Tadka,The Dal Tadka was burnt taste although it had some mouth watering elements.,0
Dosa,The Dosa was cold when served and I did not like it.,0
Chicken Curry,The Chicken Curry was mouth watering and I really enjoyed it.,1
Brownie,The Brownie was overcooked however it had some excellent quality elements.,0
Momos,The Momos was loved it though slightly too dry.,1
Dal Tadka,The Dal Tadka was super satisfying although slightly not fresh.,1
Pakora,The Pakora was too salty and I did not like it.,0
Veg Biryani,The Veg Biryani was super satisfying and I really enjoyed it.,1
Lassi,The Lassi was burnt taste although it had some fantastic flavor elements.,0
Momos,The Momos was too salty though it had some excellent quality elements.,0
Vada,The Vada was rich and flavorful though slightly overcooked.,1
Chicken Curry,The Chicken Curry was loved it and I really enjoyed it.,1
Rasgulla,The Rasgulla was extremely fresh and I really enjoyed it.,1
Chicken Biryani,The Chicken Biryani was excellent quality but slightly too spicy.,1
Mango Juice,The Mango Juice was not fresh and I did not like it.,0
Coffee,The Coffee was extremely fresh and I really enjoyed it.,1
French Fries,The French Fries was too spicy though it had some absolutely delicious elements.,0
Paneer Butter Masala,The Paneer Butter Masala was very tasty although slightly not worth the price.,1
Rasgulla,The Rasgulla was bland and tasteless however it had some absolutely delicious elements.,0
Manchurian,The Manchurian was not fresh and I did not like it.,0
Cold Coffee,The Cold Coffee was excellent quality though slightly burnt taste.,1
Milkshake,The Milkshake was not fresh though it had some rich and flavorful elements.,0
Veg Pulao,The Veg Pulao was great texture and I really enjoyed it.,1
Orange Juice,The Orange Juice was rich and flavorful and I really enjoyed it.,1
Manchurian,The Manchurian was very oily although it had some mouth watering elements.,0
Fish Curry,The Fish Curry was poor quality and I did not like it.,0
Orange Juice,The Orange Juice was excellent quality and I really enjoyed it.,1
Gulab Jamun,The Gulab Jamun was too dry although it had some extremely fresh elements.,0
Brownie,The Brownie was not fresh though it had some very tasty elements.,0
Momos,The Momos was great texture and I really enjoyed it.,1
Dal Tadka,The Dal Tadka was very tasty but slightly not worth the price.,1
Tea,The Tea was burnt taste and I did not like it.,0
Lassi,The Lassi was too salty however it had some very tasty elements.,0
Chicken Curry,The Chicken Curry was undercooked though it had some absolutely delicious elements.,0
Mango Juice,The Mango Juice was too spicy and I did not like it.,0
Vada,The Vada was too salty although it had some highly recommended elements.,0
Upma,The Upma was loved it however slightly not fresh.,1
Coffee,The Coffee was poor quality and I did not like it.,0
Idli,The Idli was excellent quality but slightly bland and tasteless.,1
Coffee,The Coffee was cold when served although it had some great texture elements.,0
Tandoori Chicken,The Tandoori Chicken was too salty and I did not like it.,0
Cold Coffee,The Cold Coffee was burnt taste though it had some excellent quality elements.,0
Spring Roll,The Spring Roll was burnt taste however it had some very tasty elements.,0
Pongal,The Pongal was great texture although slightly too dry.,1
Gulab Jamun,The Gulab Jamun was poor quality however it had some great texture elements.,0
Manchurian,The Manchurian was super satisfying though slightly too dry.,1
Idli,The Idli was very tasty and I really enjoyed it.,1
Gulab Jamun,The Gulab Jamun was fantastic flavor and I really enjoyed it.,1
Momos,The Momos was burnt taste and I did not like it.,0
Upma,The Upma was too spicy and I did not like it.,0
Cold Coffee,The Cold Coffee was not worth the price and I did not like it.,0
Malai Kofta,The Malai Kofta was overcooked however it had some perfectly cooked elements.,0
Butter Chicken,The Butter Chicken was fantastic flavor and I really enjoyed it.,1
Manchurian,The Manchurian was not fresh and I did not like it.,0
Manchurian,The Manchurian was poor quality and I did not like it.,0
Manchurian,The Manchurian was undercooked and I did not like it.,0
Tea,The Tea was mouth watering and I really enjoyed it.,1
Orange Juice,The Orange Juice was burnt taste though it had some great texture elements.,0
Rajma,The Rajma was perfectly cooked and I really enjoyed it.,1
Roti,The Roti was loved it and I really enjoyed it.,1
Rasgulla,The Rasgulla was highly recommended and I really enjoyed it.,1
Pakora,The Pakora was too dry though it had some fantastic flavor elements.,0
Malai Kofta,The Malai Kofta was super satisfying and I really enjoyed it.,1
Pav Bhaji,The Pav Bhaji was loved it and I really enjoyed it.,1
Chole Bhature,The Chole Bhature was excellent quality and I really enjoyed it.,1
Fried Rice,The Fried Rice was very tasty however slightly poor quality.,1
Brownie,The Brownie was absolutely delicious and I really enjoyed it.,1
Gulab Jamun,The Gulab Jamun was highly recommended although slightly bland and tasteless.,1
Dal Tadka,The Dal Tadka was fantastic flavor and I really enjoyed it.,1
Rajma,The Rajma was rich and flavorful and I really enjoyed it.,1
Samosa,The Samosa was perfectly cooked and I really enjoyed it.,1
Tea,The Tea was poor quality and I did not like it.,0
Upma,The Upma was not worth the price however it had some great texture elements.,0
Burger,The Burger was loved it though slightly cold when served.,1
Ice Cream,The Ice Cream was undercooked and I did not like it.,0
Hot Chocolate,The Hot Chocolate was extremely fresh although slightly too dry.,1
Cold Coffee,The Cold Coffee was too dry and I did not like it.,0
Rajma,The Rajma was extremely fresh although slightly not worth the price.,1
Vada,The Vada was loved it and I really enjoyed it.,1
Samosa,The Samosa was too dry and I did not like it.,0
Aloo Paratha,The Aloo Paratha was undercooked but it had some excellent quality elements.,0
Mango Juice,The Mango Juice was excellent quality however slightly not worth the price.,1
Pizza,The Pizza was very tasty and I really enjoyed it.,1
Tea,The Tea was too dry and I did not like it.,0
Upma,The Upma was absolutely delicious but slightly not fresh.,1
Masala Dosa,The Masala Dosa was too spicy and I did not like it.,0
Gobi Manchurian,The Gobi Manchurian was perfectly cooked and I really enjoyed it.,1
Pakora,The Pakora was absolutely delicious and I really enjoyed it.,1
Kadai Paneer,The Kadai Paneer was bland and tasteless and I did not like it.,0
Rajma,The Rajma was too dry although it had some excellent quality elements.,0
Chole Bhature,The Chole Bhature was mouth watering though slightly burnt taste.,1
Brownie,The Brownie was undercooked although it had some excellent quality elements.,0
Paneer Butter Masala,The Paneer Butter Masala was great texture and I really enjoyed it.,1
Burger,The Burger was super satisfying although slightly very oily.,1
Egg Biryani,The Egg Biryani was extremely fresh and I really enjoyed it.,1
Spring Roll,The Spring Roll was perfectly cooked and I really enjoyed it.,1
Mutton Biryani,The Mutton Biryani was mouth watering and I really enjoyed it.,1
Dosa,The Dosa was not fresh though it had some absolutely delicious elements.,0
Milkshake,The Milkshake was too salty and I did not like it.,0
Paneer Butter Masala,The Paneer Butter Masala was super satisfying but slightly undercooked.,1
Chicken Biryani,The Chicken Biryani was extremely fresh and I really enjoyed it.,1
Veg Biryani,The Veg Biryani was super satisfying but slightly not worth the price.,1
Coffee,The Coffee was not worth the price and I did not like it.,0
Masala Dosa,The Masala Dosa was very tasty though slightly undercooked.,1
Gulab Jamun,The Gulab Jamun was great texture although slightly too spicy.,1
Momos,The Momos was super satisfying and I really enjoyed it.,1
Vada,The Vada was poor quality and I did not like it.,0
Chicken Curry,The Chicken Curry was cold when served though it had some mouth watering elements.,0
Dosa,The Dosa was undercooked although it had some mouth watering elements.,0
Rajma,The Rajma was too salty and I did not like it.,0
Orange Juice,The Orange Juice was too salty and I did not like it.,0
Vada,The Vada was undercooked and I did not like it.,0
Roti,The Roti was undercooked and I did not like it.,0
Egg Biryani,The Egg Biryani was undercooked but it had some loved it elements.,0
Butter Chicken,The Butter Chicken was excellent quality but slightly very oily.,1
Coffee,The Coffee was too dry and I did not like it.,0
Aloo Paratha,The Aloo Paratha was very oily although it had some highly recommended elements.,0
Roti,The Roti was great texture and I really enjoyed it.,1
Aloo Paratha,The Aloo Paratha was cold when served and I did not like it.,0
Brownie,The Brownie was too salty though it had some absolutely delicious elements.,0
Dosa,The Dosa was loved it and I really enjoyed it.,1
Chicken Curry,The Chicken Curry was mouth watering although slightly undercooked.,1
Egg Biryani,The Egg Biryani was not fresh and I did not like it.,0
Vada,The Vada was very tasty although slightly poor quality.,1
French Fries,The French Fries was poor quality and I did not like it.,0
Pongal,The Pongal was excellent quality however slightly not worth the price.,1
Samosa,The Samosa was very oily and I did not like it.,0
Gobi Manchurian,The Gobi Manchurian was super satisfying and I really enjoyed it.,1
Sandwich,The Sandwich was fantastic flavor and I really enjoyed it.,1
Noodles,The Noodles was excellent quality and I really enjoyed it.,1
Milkshake,The Milkshake was overcooked although it had some great texture elements.,0
Tandoori Chicken,The Tandoori Chicken was excellent quality though slightly too salty.,1
Spring Roll,The Spring Roll was excellent quality though slightly very oily.,1
Pizza,The Pizza was too dry and I did not like it.,0
Rasgulla,The Rasgulla was not fresh and I did not like it.,0
Prawn Fry,The Prawn Fry was excellent quality however slightly not fresh.,1
Spring Roll,The Spring Roll was super satisfying and I really enjoyed it.,1
Upma,The Upma was undercooked though it had some highly recommended elements.,0
Noodles,The Noodles was excellent quality although slightly burnt taste.,1
Butter Chicken,The Butter Chicken was overcooked though it had some fantastic flavor elements.,0
Chole Bhature,The Chole Bhature was great texture though slightly too dry.,1
Ice Cream,The Ice Cream was poor quality but it had some great texture elements.,0
Egg Biryani,The Egg Biryani was very oily and I did not like it.,0
Milkshake,The Milkshake was rich and flavorful and I really enjoyed it.,1
Prawn Fry,The Prawn Fry was great texture and I really enjoyed it.,1
Rajma,The Rajma was absolutely delicious however slightly not fresh.,1
Chicken Biryani,The Chicken Biryani was excellent quality however slightly bland and tasteless.,1
Butter Chicken,The Butter Chicken was mouth watering and I really enjoyed it.,1
Chole Bhature,The Chole Bhature was extremely fresh and I really enjoyed it.,1
Orange Juice,The Orange Juice was extremely fresh and I really enjoyed it.,1
Rajma,The Rajma was super satisfying and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was overcooked although it had some fantastic flavor elements.,0
Milkshake,The Milkshake was too salty and I did not like it.,0
Masala Dosa,The Masala Dosa was poor quality and I did not like it.,0
Burger,The Burger was not worth the price and I did not like it.,0
Pav Bhaji,The Pav Bhaji was super satisfying though slightly burnt taste.,1
French Fries,The French Fries was loved it although slightly very oily.,1
Dosa,The Dosa was excellent quality though slightly very oily.,1
Orange Juice,The Orange Juice was excellent quality although slightly very oily.,1
Mutton Biryani,The Mutton Biryani was too salty and I did not like it.,0
Mango Juice,The Mango Juice was too spicy and I did not like it.,0
Pizza,The Pizza was cold when served and I did not like it.,0
Kadai Paneer,The Kadai Paneer was too salty but it had some perfectly cooked elements.,0
Kadai Paneer,The Kadai Paneer was great texture and I really enjoyed it.,1
Chicken Curry,The Chicken Curry was too salty and I did not like it.,0
Dal Tadka,The Dal Tadka was not fresh and I did not like it.,0
Hot Chocolate,The Hot Chocolate was highly recommended and I really enjoyed it.,1
Prawn Fry,The Prawn Fry was burnt taste but it had some super satisfying elements.,0
Paneer Butter Masala,The Paneer Butter Masala was overcooked and I did not like it.,0
Butter Chicken,The Butter Chicken was cold when served though it had some rich and flavorful elements.,0
Rajma,The Rajma was undercooked and I did not like it.,0
Chole Bhature,The Chole Bhature was excellent quality and I really enjoyed it.,1
Malai Kofta,The Malai Kofta was not worth the price though it had some super satisfying elements.,0
Mango Juice,The Mango Juice was undercooked and I did not like it.,0
French Fries,The French Fries was great texture though slightly too salty.,1
Egg Biryani,The Egg Biryani was absolutely delicious and I really enjoyed it.,1
Pakora,The Pakora was highly recommended although slightly not worth the price.,1
Dal Tadka,The Dal Tadka was super satisfying though slightly not fresh.,1
Sandwich,The Sandwich was super satisfying though slightly cold when served.,1
Brownie,The Brownie was overcooked but it had some absolutely delicious elements.,0
Pizza,The Pizza was excellent quality and I really enjoyed it.,1
Rajma,The Rajma was overcooked however it had some excellent quality elements.,0
Cold Coffee,The Cold Coffee was fantastic flavor but slightly too spicy.,1
French Fries,The French Fries was highly recommended but slightly very oily.,1
Momos,The Momos was extremely fresh and I really enjoyed it.,1
Gobi Manchurian,The Gobi Manchurian was undercooked and I did not like it.,0
Dal Tadka,The Dal Tadka was excellent quality although slightly not worth the price.,1
Tandoori Chicken,The Tandoori Chicken was too salty but it had some excellent quality elements.,0
Malai Kofta,The Malai Kofta was excellent quality but slightly too salty.,1
Butter Chicken,The Butter Chicken was bland and tasteless and I did not like it.,0
Tea,The Tea was undercooked however it had some rich and flavorful elements.,0
Momos,The Momos was very tasty though slightly not fresh.,1
Butter Chicken,The Butter Chicken was very oily although it had some super satisfying elements.,0
Vada,The Vada was not fresh though it had some mouth watering elements.,0
Milkshake,The Milkshake was undercooked though it had some rich and flavorful elements.,0
Upma,The Upma was too salty although it had some mouth watering elements.,0
Gobi Manchurian,The Gobi Manchurian was cold when served though it had some perfectly cooked elements.,0
Aloo Paratha,The Aloo Paratha was overcooked but it had some mouth watering elements.,0
Pav Bhaji,The Pav Bhaji was not fresh although it had some very tasty elements.,0
Chicken Biryani,The Chicken Biryani was too spicy and I did not like it.,0
Upma,The Upma was undercooked and I did not like it.,0
Veg Biryani,The Veg Biryani was absolutely delicious though slightly poor quality.,1
Kadai Paneer,The Kadai Paneer was extremely fresh although slightly not worth the price.,1
Samosa,The Samosa was excellent quality and I really enjoyed it.,1
Pakora,The Pakora was rich and flavorful and I really enjoyed it.,1
Coffee,The Coffee was burnt taste and I did not like it.,0
Egg Biryani,The Egg Biryani was not fresh and I did not like it.,0
Hot Chocolate,The Hot Chocolate was mouth watering but slightly cold when served.,1
Sandwich,The Sandwich was poor quality and I did not like it.,0
Roti,The Roti was absolutely delicious and I really enjoyed it.,1
Masala Dosa,The Masala Dosa was undercooked and I did not like it.,0
Fried Rice,The Fried Rice was poor quality though it had some very tasty elements.,0
Chicken Biryani,The Chicken Biryani was fantastic flavor and I really enjoyed it.,1
Malai Kofta,The Malai Kofta was not fresh although it had some loved it elements.,0
Tea,The Tea was poor quality but it had some perfectly cooked elements.,0
Chicken Biryani,The Chicken Biryani was extremely fresh though slightly overcooked.,1
Dal Tadka,The Dal Tadka was very oily and I did not like it.,0
Ice Cream,The Ice Cream was too salty though it had some extremely fresh elements.,0
Pongal,The Pongal was extremely fresh however slightly bland and tasteless.,1
Spring Roll,The Spring Roll was super satisfying and I really enjoyed it.,1
Fried Rice,The Fried Rice was rich and flavorful though slightly undercooked.,1
Milkshake,The Milkshake was overcooked and I did not like it.,0
Manchurian,The Manchurian was excellent quality but slightly cold when served.,1
Veg Biryani,The Veg Biryani was extremely fresh and I really enjoyed it.,1
Vada,The Vada was burnt taste although it had some mouth watering elements.,0
Chicken Biryani,The Chicken Biryani was perfectly cooked and I really enjoyed it.,1
Upma,The Upma was loved it and I really enjoyed it.,1
Rajma,The Rajma was very oily and I did not like it.,0
Roti,The Roti was burnt taste and I did not like it.,0
Noodles,The Noodles was fantastic flavor and I really enjoyed it.,1
Malai Kofta,The Malai Kofta was undercooked and I did not like it.,0
Malai Kofta,The Malai Kofta was bland and tasteless and I did not like it.,0
Veg Biryani,The Veg Biryani was undercooked and I did not like it.,0
Butter Chicken,The Butter Chicken was cold when served and I did not like it.,0
Sandwich,The Sandwich was cold when served however it had some perfectly cooked elements.,0
Coffee,The Coffee was super satisfying although slightly not fresh.,1
Burger,The Burger was poor quality and I did not like it.,0
Butter Chicken,The Butter Chicken was too spicy however it had some perfectly cooked elements.,0
Kadai Paneer,The Kadai Paneer was mouth watering and I really enjoyed it.,1
Samosa,The Samosa was not worth the price and I did not like it.,0
Dosa,The Dosa was poor quality and I did not like it.,0
Orange Juice,The Orange Juice was great texture and I really enjoyed it.,1
Cold Coffee,The Cold Coffee was poor quality however it had some rich and flavorful elements.,0
Chole Bhature,The Chole Bhature was fantastic flavor and I really enjoyed it.,1
Gulab Jamun,The Gulab Jamun was absolutely delicious though slightly undercooked.,1
Mango Juice,The Mango Juice was poor quality although it had some highly recommended elements.,0
Malai Kofta,The Malai Kofta was perfectly cooked though slightly very oily.,1
Roti,The Roti was very oily although it had some excellent quality elements.,0
Momos,The Momos was super satisfying though slightly very oily.,1
Veg Pulao,The Veg Pulao was too spicy however it had some highly recommended elements.,0
Hot Chocolate,The Hot Chocolate was great texture and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was absolutely delicious but slightly undercooked.,1
Dal Tadka,The Dal Tadka was extremely fresh though slightly not worth the price.,1
Kadai Paneer,The Kadai Paneer was too spicy and I did not like it.,0
Chicken Curry,The Chicken Curry was not worth the price and I did not like it.,0
Lassi,The Lassi was not fresh and I did not like it.,0
Chicken Curry,The Chicken Curry was extremely fresh and I really enjoyed it.,1
Sandwich,The Sandwich was great texture however slightly not fresh.,1
Aloo Paratha,The Aloo Paratha was undercooked though it had some great texture elements.,0
Lassi,The Lassi was overcooked and I did not like it.,0
Fish Curry,The Fish Curry was burnt taste and I did not like it.,0
Gulab Jamun,The Gulab Jamun was too spicy and I did not like it.,0
Dal Tadka,The Dal Tadka was cold when served although it had some absolutely delicious elements.,0
Rasgulla,The Rasgulla was extremely fresh although slightly cold when served.,1
Milkshake,The Milkshake was too salty but it had some extremely fresh elements.,0
Chole Bhature,The Chole Bhature was great texture and I really enjoyed it.,1
Pakora,The Pakora was extremely fresh and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was burnt taste and I did not like it.,0
Noodles,The Noodles was fantastic flavor and I really enjoyed it.,1
Chole Bhature,The Chole Bhature was very tasty though slightly bland and tasteless.,1
Fried Rice,The Fried Rice was highly recommended although slightly cold when served.,1
Chicken Curry,The Chicken Curry was too dry and I did not like it.,0
Idli,The Idli was poor quality and I did not like it.,0
Pakora,The Pakora was cold when served but it had some highly recommended elements.,0
Malai Kofta,The Malai Kofta was mouth watering but slightly too dry.,1
Ice Cream,The Ice Cream was absolutely delicious and I really enjoyed it.,1
Chole Bhature,The Chole Bhature was perfectly cooked and I really enjoyed it.,1
Mango Juice,The Mango Juice was very tasty and I really enjoyed it.,1
Tea,The Tea was highly recommended although slightly very oily.,1
Rajma,The Rajma was excellent quality and I really enjoyed it.,1
Coffee,The Coffee was mouth watering and I really enjoyed it.,1
Lassi,The Lassi was perfectly cooked and I really enjoyed it.,1
Fried Rice,The Fried Rice was loved it however slightly not fresh.,1
Pav Bhaji,The Pav Bhaji was burnt taste however it had some highly recommended elements.,0
Momos,The Momos was poor quality however it had some absolutely delicious elements.,0
Butter Chicken,The Butter Chicken was mouth watering though slightly too dry.,1
Mango Juice,The Mango Juice was loved it but slightly cold when served.,1
Dal Tadka,The Dal Tadka was too salty but it had some perfectly cooked elements.,0
Rajma,The Rajma was cold when served though it had some very tasty elements.,0
Noodles,The Noodles was great texture but slightly too salty.,1
Dal Tadka,The Dal Tadka was highly recommended however slightly undercooked.,1
Butter Chicken,The Butter Chicken was absolutely delicious and I really enjoyed it.,1
Tandoori Chicken,The Tandoori Chicken was mouth watering and I really enjoyed it.,1
Aloo Paratha,The Aloo Paratha was excellent quality however slightly too spicy.,1
Orange Juice,The Orange Juice was cold when served and I did not like it.,0
Paneer Butter Masala,The Paneer Butter Masala was too spicy and I did not like it.,0
Aloo Paratha,The Aloo Paratha was absolutely delicious and I really enjoyed it.,1
Brownie,The Brownie was very oily but it had some highly recommended elements.,0
Tandoori Chicken,The Tandoori Chicken was too spicy though it had some very tasty elements.,0
Milkshake,The Milkshake was overcooked and I did not like it.,0
Tandoori Chicken,The Tandoori Chicken was highly recommended but slightly not fresh.,1
Spring Roll,The Spring Roll was bland and tasteless and I did not like it.,0
Chole Bhature,The Chole Bhature was not worth the price and I did not like it.,0
Rasgulla,The Rasgulla was excellent quality and I really enjoyed it.,1
Kadai Paneer,The Kadai Paneer was overcooked and I did not like it.,0
Coffee,The Coffee was mouth watering although slightly cold when served.,1
Chicken Curry,The Chicken Curry was too salty and I did not like it.,0
Ice Cream,The Ice Cream was poor quality and I did not like it.,0
Noodles,The Noodles was perfectly cooked although slightly bland and tasteless.,1
Idli,The Idli was excellent quality but slightly bland and tasteless.,1
Tea,The Tea was very oily and I did not like it.,0
Tandoori Chicken,The Tandoori Chicken was super satisfying and I really enjoyed it.,1
Rasgulla,The Rasgulla was excellent quality and I really enjoyed it.,1
Chicken Curry,The Chicken Curry was too salty though it had some excellent quality elements.,0
Sandwich,The Sandwich was rich and flavorful and I really enjoyed it.,1
Rajma,The Rajma was absolutely delicious and I really enjoyed it.,1
Pongal,The Pongal was mouth watering and I really enjoyed it.,1
Cold Coffee,The Cold Coffee was great texture although slightly poor quality.,1
Brownie,The Brownie was very tasty but slightly too spicy.,1
Mango Juice,The Mango Juice was absolutely delicious and I really enjoyed it.,1
Spring Roll,The Spring Roll was not worth the price and I did not like it.,0
Tea,The Tea was great texture and I really enjoyed it.,1
Dal Tadka,The Dal Tadka was loved it and I really enjoyed it.,1
Mutton Biryani,The Mutton Biryani was too spicy and I did not like it.,0
Dal Tadka,The Dal Tadka was super satisfying and I really enjoyed it.,1
Fried Rice,The Fried Rice was bland and tasteless and I did not like it.,0
Manchurian,The Manchurian was not fresh although it had some highly recommended elements.,0
Chole Bhature,The Chole Bhature was too spicy and I did not like it.,0
Hot Chocolate,The Hot Chocolate was loved it although slightly undercooked.,1
Upma,The Upma was highly recommended and I really enjoyed it.,1
Masala Dosa,The Masala Dosa was extremely fresh but slightly poor quality.,1
Kadai Paneer,The Kadai Paneer was fantastic flavor and I really enjoyed it.,1
Dosa,The Dosa was bland and tasteless though it had some rich and flavorful elements.,0
Pakora,The Pakora was fantastic flavor although slightly very oily.,1
Prawn Fry,The Prawn Fry was too spicy but it had some excellent quality elements.,0
Kadai Paneer,The Kadai Paneer was too salty but it had some fantastic flavor elements.,0
Vada,The Vada was burnt taste and I did not like it.,0
Roti,The Roti was too dry and I did not like it.,0
Dosa,The Dosa was very oily although it had some fantastic flavor elements.,0
Coffee,The Coffee was loved it and I really enjoyed it.,1
Paneer Butter Masala,The Paneer Butter Masala was burnt taste and I did not like it.,0
Prawn Fry,The Prawn Fry was loved it and I really enjoyed it.,1
Pongal,The Pongal was loved it and I really enjoyed it.,1
Lassi,The Lassi was very tasty though slightly burnt taste.,1
Malai Kofta,The Malai Kofta was highly recommended but slightly poor quality.,1
Chicken Curry,The Chicken Curry was poor quality and I did not like it.,0
Orange Juice,The Orange Juice was not worth the price and I did not like it.,0
Pizza,The Pizza was bland and tasteless and I did not like it.,0
Brownie,The Brownie was burnt taste and I did not like it.,0
Fish Curry,The Fish Curry was too dry but it had some super satisfying elements.,0
Pizza,The Pizza was excellent quality and I really enjoyed it.,1
Fish Curry,The Fish Curry was great texture but slightly cold when served.,1
Vada,The Vada was very oily and I did not like it.,0
Orange Juice,The Orange Juice was burnt taste and I did not like it.,0
Mango Juice,The Mango Juice was rich and flavorful and I really enjoyed it.,1
Spring Roll,The Spring Roll was burnt taste however it had some mouth watering elements.,0
Kadai Paneer,The Kadai Paneer was not fresh however it had some super satisfying elements.,0
Momos,The Momos was excellent quality however slightly not fresh.,1
Brownie,The Brownie was mouth watering however slightly cold when served.,1
Fried Rice,The Fried Rice was cold when served and I did not like it.,0
Masala Dosa,The Masala Dosa was not fresh though it had some fantastic flavor elements.,0
Lassi,The Lassi was perfectly cooked and I really enjoyed it.,1
Chole Bhature,The Chole Bhature was excellent quality and I really enjoyed it.,1
